Function,Epochs,AUC Macro,AUC Micro,F1 Macro,F1 Micro,PR-AUC Macro,PR-AUC Micro,Time
Centralized,10,0.853841656271201,0.8788594582929807,0.544190201492807,0.5328241359556999,0.5049771170451673,0.5639004752478121,41.3875036239624
