gamma,train_loss_last_epoch,val_loss,f1_micro,f1_macro,auc_micro,auc_macro,per_label_macro_f1
1.0,0.05353712822802122,0.4474993058427236,0.4236099111863704,0.4584866567545077,0.733387047214882,0.8081779773126363,0.4344617426395416
1.5,0.03804361840103965,0.45958178852492465,0.4225467729247187,0.4670350837252495,0.7358497226246328,0.8127723976611069,0.43521901965141296
2.0,0.026616219558874075,0.45829523798304755,0.43919080271551875,0.4844525210139855,0.7614842122433513,0.8233792719746736,0.4562947750091553
2.5,0.018922750193213652,0.46729185326562656,0.4594693103951013,0.4864120280756073,0.7724038832285305,0.8321991823079145,0.4618784189224243
3.0,0.013622739241795677,0.4850250063216908,0.4473617954896953,0.49228180558047,0.7730543252618438,0.8339996592078742,0.4651048481464386
