checkpoint,fl_acc_macro,cl_acc_macro,fl_prec_macro,cl_prec_macro,fl_rec_macro,cl_rec_macro,fl_f1_macro,cl_f1_macro,fl_acc_micro,cl_acc_micro,fl_prec_micro,cl_prec_micro,fl_rec_micro,cl_rec_micro,fl_f1_micro,cl_f1_micro,fl_rec_at_8,cl_rec_at_8,fl_prec_at_8,cl_prec_at_8,fl_f1_at_8,cl_f1_at_8,fl_auc_macro,cl_auc_macro,fl_auc_micro,cl_auc_micro,fl_pr_auc_macro,cl_pr_auc_macro,fl_pr_auc_micro,cl_pr_auc_micro,fl_best_f1_micro,cl_best_f1_micro,fl_best_thr,cl_best_thr
44,0.41523468025374605,0.39432671673158587,0.4994359307609215,0.4790681942733208,0.6903548668169408,0.6627563029439378,0.5795775629899965,0.5561370702212242,0.42452770581916977,0.3971934106162294,0.5036354096394573,0.47535596933187296,0.7299293862031505,0.7072243346007605,0.5960259025991307,0.5685589519650656,0.7030962787067645,0.6758782899974871,0.44598574085554865,0.4328115313081215,0.5457763839543069,0.5277001954022489,0.8930370614425659,0.8776293735740199,0.908199654763815,0.8960878921802358,0.5333726363241185,0.503570035271921,0.5942646596635105,0.5660220418621063,0.5960259025991307,0.5685589519650656,per-label,per-label
45,0.4156477869284968,0.39611671423009304,0.49789317752922485,0.4829772681483846,0.6934880935750735,0.6651447061816887,0.5796347464296344,0.5596091361328408,0.4223680888664479,0.39302424500212674,0.5019878478733778,0.4714285714285714,0.7269961977186312,0.7026615969581749,0.5938942137025205,0.5642748091603053,0.705832193964009,0.6820564130385982,0.4485430874147551,0.43482641041537506,0.5485151260328623,0.531078346903384,0.8934278879810205,0.8783767271550237,0.9086220062921649,0.897019653540522,0.5356529603824434,0.5060969084894171,0.5968288651719946,0.5695379204126724,0.5938942137025205,0.5642748091603053,per-label,per-label
46,0.41688417773749104,0.3955125663250957,0.4977339258168254,0.47613058980545375,0.6963559491011528,0.6715096083079143,0.5805257838499404,0.5571890325718493,0.4250965984670932,0.39880626103904016,0.5048521778379599,0.4758029356198227,0.7290602933188485,0.711352525801195,0.5965863632322873,0.5702094309226282,0.7068732981502489,0.6800389955472786,0.44877557346559205,0.4347489150650961,0.5490032094287279,0.5304080044315028,0.8936005377464915,0.8787482526985646,0.9087172931214414,0.8977415468206571,0.5391128194391398,0.5064014996276842,0.5980448829142243,0.5690789561481265,0.5965863632322873,0.5702094309226282,per-label,per-label
47,0.4171095473535851,0.3979795025588421,0.4944081358061747,0.4777341170239779,0.7089175383470797,0.6714860333506575,0.582543206885559,0.5582773450885533,0.42184603978747065,0.40404102438125655,0.4944601346947643,0.4817309804495863,0.7417707767517654,0.7147202607278653,0.593377943860259,0.575540197707987,0.7090320553342556,0.6801756587787366,0.449163050216987,0.4344389336639802,0.5499436133845128,0.5302187678279762,0.8938961865736402,0.8802329031454829,0.9091647628269832,0.8977743050657284,0.5391603692942573,0.5094333469767897,0.5986516003434328,0.5712550891897916,0.593377943860259,0.575540197707987,per-label,per-label
48,0.418799511884671,0.3981331921255877,0.4992955987150606,0.47573475638558177,0.6976512289516542,0.6829126929551288,0.5820378650115046,0.5608009646083368,0.4307987220447284,0.3969624776652769,0.511261090467885,0.46771929824561403,0.7324280282455188,0.7240630092341119,0.6021793497677742,0.5683223193348966,0.7132843097248979,0.6850237505332093,0.4523403595784253,0.43684128952262863,0.5536040710865372,0.5334806734358358,0.8938357767323376,0.8810550394253532,0.9094523772840231,0.8984752069761597,0.5389143109778631,0.5110778776881418,0.6013790439095755,0.5727889718098977,0.6021793497677742,0.5683223193348966,per-label,per-label
49,0.42302401058413003,0.39935656560110994,0.5034861608216417,0.4858044913741264,0.7013054512647282,0.6601943528097141,0.5861554573891803,0.5597307246905794,0.4349700752944205,0.40499559582232286,0.5162300465897808,0.4904007313728478,0.7342748506246605,0.6992938620315046,0.6062427123508835,0.5765079933724419,0.7104254242659978,0.6846584282773699,0.4522628642281463,0.43691878487290764,0.5526830198232523,0.533427614307036,0.8953821987422959,0.880590681448026,0.9105196489218126,0.8983161941194591,0.5418597515747975,0.5098171089184784,0.6034138193181273,0.5694587926204713,0.6062427123508835,0.5765079933724419,per-label,per-label
50,0.4221282505707641,0.4014893423056688,0.5057945964912739,0.48707322348251253,0.698071774752879,0.6691675064641713,0.586578278232298,0.5637815136269906,0.4264677880038083,0.40455222029273136,0.5063682266937976,0.48527004909983634,0.7299293862031505,0.7086366105377512,0.5979353920085432,0.5760586391133483,0.7130579158847687,0.6842701678844598,0.45249535027898324,0.4356013639181649,0.5536519021210472,0.5323271642403291,0.8957095341267505,0.8817419809480062,0.9102184117424854,0.8990168983567239,0.5417533444556824,0.5110995701067796,0.603573996240588,0.5722586779881246,0.5979353920085432,0.5760586391133483,per-label,per-label
51,0.4219319196221397,0.3991210024762998,0.5011119935839088,0.4842321089052316,0.708839263793098,0.6646213565529077,0.5871440761670796,0.5602646652220886,0.4332051282051282,0.40724893027938586,0.5137991332775793,0.4918306862223573,0.7341662140141227,0.7030961434003259,0.6045263440379283,0.5787873367912717,0.7091300874595564,0.6853528987048917,0.45063546187228765,0.4367637941723497,0.5510754560246682,0.5335226439200896,0.8959807705911796,0.8815720344786047,0.9107588076035288,0.8989824408827032,0.5435418146267625,0.5122005765250582,0.6057961912665164,0.5710207201472476,0.6045263440379283,0.5787873367912717,per-label,per-label
52,0.42099567923466424,0.39978530063233825,0.5094831069988612,0.487230037699033,0.6925249465614125,0.6659157019748306,0.5870672170677539,0.5627287539029333,0.4267348896706108,0.40414896275931017,0.5092352312624027,0.4875254390593201,0.7248234655078761,0.7026615969581749,0.5981978751064688,0.5756496974012104,0.7113406773793838,0.6883057897869586,0.453657780533168,0.43784872907625544,0.5540011331536282,0.5352264013969716,0.8958304291313708,0.8815718027664081,0.9111154426877255,0.8996087188919932,0.5448769411687476,0.5108984633017603,0.6071218340325547,0.5724955958517189,0.5981978751064688,0.5756496974012104,per-label,per-label
53,0.4231511989203589,0.4016209502743239,0.5097658634053045,0.48887184963722374,0.6978645866264425,0.6689252987687675,0.5891662362973081,0.5648981750014606,0.43657128025436376,0.40368737972561924,0.5201793721973094,0.4850451256806146,0.7309071156979903,0.7064638783269962,0.6077961967568544,0.5751813196532815,0.7196390872304358,0.6869452455765,0.4565251084934904,0.4374612523248605,0.5586521228387158,0.5345254193557091,0.8961687955312283,0.8831512910420939,0.9117571179161112,0.9004236766988459,0.5440715307283611,0.5119634810233261,0.6073685778895134,0.5739138215625765,0.6077961967568544,0.5751813196532815,per-label,per-label
54,0.42737672514224945,0.4029510289017923,0.5112662392342755,0.48827860923697947,0.6935874985049192,0.6694426489990264,0.588632231171744,0.564686055977266,0.4483695652173913,0.4094884540363682,0.5348671726755219,0.4931797514398302,0.734926670287887,0.7070070613796849,0.6191369606003753,0.5810454890406678,0.7186185287141575,0.6906731675899419,0.45536267823930565,0.43901115933044016,0.5574740991243817,0.5368105421957539,0.8964681203952533,0.8835005379280243,0.911640210964406,0.9010805225824676,0.5443525584817186,0.5142662750790914,0.6061872730573605,0.5761074932551564,0.6191369606003753,0.5810454890406678,per-label,per-label
55,0.42518945762399957,0.40258590492341356,0.5074218046712027,0.49324449342687715,0.7066317525988447,0.6590031977519264,0.5906829348582427,0.5642010844201387,0.43269782567110887,0.4100429129571511,0.5116103739445115,0.4997658079625293,0.7372080391091798,0.6954915806626834,0.6040322221727713,0.5816034521916875,0.7168812964351919,0.6900071825087275,0.4551301921884687,0.43901115933044016,0.5567766619865209,0.5366092682711069,0.897204982073278,0.8840598846488718,0.9124742959309471,0.9009187385000308,0.5463693520226008,0.5137266635319404,0.6086881490796195,0.575263493206053,0.6040322221727713,0.5816034521916875,per-label,per-label
56,0.4274488678313548,0.40268153384527855,0.5138774356093768,0.4877340201687384,0.6921940690769943,0.6666166578564579,0.5898537719847768,0.5633151669369607,0.44076140466032165,0.4126622348844571,0.5268732836406433,0.4972535855965822,0.7294948397609995,0.7080934274850624,0.6118451025056948,0.5842334065343073,0.7179026830703465,0.686993937735518,0.4565251084934904,0.43730626162430253,0.5581281414331095,0.5344244372468172,0.8969819588365805,0.8838279954485947,0.912236705709778,0.9002987198875818,0.5461159547992258,0.5148783700396755,0.6094630426637286,0.5757108564513584,0.6118451025056948,0.5842334065343073,per-label,per-label
57,0.4245142643505998,0.4007630644646514,0.5075916236296523,0.47941907567454506,0.7008569201348355,0.677662200484904,0.5887699627079032,0.5615581074034784,0.43554410817772055,0.40532544378698226,0.5167698067079227,0.483707245310776,0.7348180336773492,0.714394350896252,0.6068000358840944,0.5768421052631579,0.7196048111612728,0.6910509160950381,0.4573775573465592,0.4400960942343459,0.5592795603234814,0.5377352480504409,0.8973258087693233,0.8840729878912675,0.9128416312156948,0.9013254244299476,0.5455412044459136,0.5139642281335952,0.6116479716076826,0.5779686832545088,0.6068000358840944,0.5768421052631579,per-label,per-label
58,0.4251815993988181,0.4011384082399643,0.5020409646431071,0.48493518786218637,0.7076949180562713,0.675312788995457,0.5873874527739139,0.5645050725866156,0.4345181524425014,0.40602252224226965,0.5104197677880321,0.4872330894430342,0.7450298750678979,0.7089625203693645,0.6058036305816881,0.5775476791008451,0.7224450368238792,0.6866606943203301,0.45722256664600125,0.43637631742095473,0.5600190647359973,0.5336288331951261,0.8968876107132844,0.8835644800864526,0.9124036042052533,0.9004999291227657,0.5450006899705229,0.5143910387184437,0.6076071756901448,0.5740392959532201,0.6058036305816881,0.5775476791008451,per-label,per-label
59,0.42645462916725607,0.4017058320081592,0.5036179885142839,0.48487654898607735,0.7126019126762683,0.677203386619545,0.5901550229890967,0.5651247061496562,0.43462025316455694,0.406663765773606,0.5101025107710593,0.48733611442193087,0.7460076045627376,0.7107007061379685,0.6059028543697887,0.5781961200229793,0.7237934235480775,0.6887568697080568,0.458462492250465,0.43761624302541846,0.5613541575898404,0.5351889001471718,0.8978859318106488,0.884335145110173,0.9132262552996843,0.9013630066605594,0.5485716118372912,0.5149845782487605,0.6109129890751229,0.5784455163715244,0.6059028543697887,0.5781961200229793,per-label,per-label
60,0.42904988578643816,0.4039900076685688,0.5113146833782998,0.49020357459038033,0.7059481980008421,0.6682800083134441,0.5930710364441858,0.5655552719726986,0.4383508862060108,0.41311955207736845,0.517395588569696,0.4992695117262591,0.7415535035306898,0.7053775122216187,0.6095187070274132,0.584691580369203,0.7230008763900623,0.6929890675039416,0.45900495970241784,0.4402510849349039,0.561521742107995,0.5384369555915494,0.8980828711016571,0.8838425817629495,0.9132994894064097,0.9008586139256413,0.550553932002406,0.5184571255801775,0.613500995392114,0.5799060845801455,0.6095187070274132,0.584691580369203,per-label,per-label
61,0.43033399465270167,0.40273790991727515,0.5118844082871762,0.4817709134355206,0.704271900635019,0.6808052515034391,0.5928609710528672,0.5642506319673811,0.44330764747782164,0.4065812856179913,0.5232344848670132,0.48258055131282274,0.7437262357414449,0.7208039109179794,0.6142940463905963,0.5781127472335976,0.7205542311624329,0.6876696638142198,0.45792002479851207,0.43808121512709236,0.5599718614701906,0.5352075091659378,0.8989777464319796,0.8842470247739865,0.9140060120772983,0.9012532243059381,0.5539515610568099,0.5151752510209291,0.615001760866576,0.5785009369011465,0.6142940463905963,0.5781127472335976,per-label,per-label
62,0.42823812903011865,0.4049240910568594,0.5127834585410933,0.4869416894269949,0.7026052483364993,0.6776025878487846,0.5928709838956892,0.5666644975647477,0.43373185857681734,0.4097230845647585,0.5131618759455371,0.4888148148148148,0.7369907658881043,0.7168929929386203,0.6050390189520625,0.5812816560229025,0.7234932860141594,0.6872753640263032,0.458307501549907,0.43668629882207066,0.5611477057562991,0.5340462133337466,0.8984120146311767,0.8843214632242962,0.9139046924150411,0.9002593912905734,0.5484894518621602,0.5168387419417858,0.6145401380743551,0.5755200639350484,0.6050390189520625,0.5812816560229025,per-label,per-label
63,0.42920172242385723,0.4045786860605659,0.5102907200717817,0.4909448596311421,0.7082171060676934,0.6647870166593556,0.5931789837861408,0.5647914975331142,0.43532101352638597,0.41745960789322434,0.5116817197880122,0.5031945192825803,0.7447039652362847,0.7101575230852797,0.6065834881868861,0.5890250495584791,0.721264000206954,0.6914876419618271,0.4577650340979541,0.43955362678239307,0.560070074683128,0.5374620878988668,0.8987071972541816,0.8844181704781242,0.9137782013558935,0.9011566480393919,0.5505234234675325,0.5188952290357924,0.6129566547471772,0.5776781446573667,0.6065834881868861,0.5890250495584791,per-label,per-label
64,0.42819551225080477,0.40358943504866174,0.5108392860865083,0.4904777880754564,0.7080535837960694,0.6669015921191952,0.5934920060566476,0.5652432095543475,0.43431328973268146,0.4127334679454821,0.5110579796772265,0.49613167475728154,0.7430744160782183,0.7105920695274307,0.6056044977643986,0.5843047925320469,0.7257174455771287,0.6881088001483867,0.46117482951022937,0.43901115933044016,0.5639646095295348,0.5360342340815343,0.8988340072029818,0.8843135685920757,0.9141345399303408,0.9012652048203817,0.5514444223773454,0.5177834855147183,0.6124602822277541,0.578325662751342,0.6056044977643986,0.5843047925320469,per-label,per-label
65,0.43027722579062877,0.40229355550504287,0.5172199942659668,0.4900193051138062,0.6913224675342304,0.6671037121620852,0.5917306408272536,0.5650111398562989,0.4483312153033242,0.4081415707853927,0.5384368222347177,0.49023584197085773,0.7281912004345464,0.7090711569799022,0.61910039715526,0.5796882632443714,0.7205994077510386,0.6900409694414338,0.4575325480471172,0.4384686918784873,0.5596956801434252,0.536214038007736,0.8990676559407089,0.8844547500429509,0.914279531677296,0.9015416332570505,0.5529546519300428,0.516013119044458,0.6145797922987203,0.576339562837033,0.61910039715526,0.5796882632443714,per-label,per-label
66,0.42960425105842603,0.40488079079972294,0.5112580189256523,0.49256133797919865,0.6982605420211179,0.6702290799523023,0.5903031386773068,0.5678219002890355,0.4477160696680907,0.41152160300563556,0.5312743721728279,0.49276448976531456,0.7400325909831613,0.713959804454101,0.6185136423480274,0.583089344335019,0.7262822572478398,0.6928906563716564,0.4610973341599504,0.4412585244885307,0.5640770905748838,0.5391599514810872,0.8998958763231871,0.8849654196870113,0.9153599622657131,0.9019030322645563,0.5520972934715814,0.5175980503675615,0.6145542113018382,0.5778689566267281,0.6185136423480274,0.583089344335019,per-label,per-label
67,0.43218520632816704,0.40577794662587435,0.5134716500910169,0.48997156729153085,0.7066730691671371,0.6767154035562436,0.594776310011405,0.568398062506581,0.4493252183117227,0.4085861405794404,0.5346768479886641,0.48785185185185187,0.7378598587724063,0.7154807170016295,0.6200474712433814,0.5801365338031271,0.7186656374008221,0.6950620418878275,0.4568350898946063,0.44180099194048356,0.558590349529673,0.540221804085144,0.8994048896388993,0.8853266572407523,0.9145471423701826,0.9015887524576571,0.551944057313204,0.5189304238927738,0.6153036777791019,0.5772798281514735,0.6200474712433814,0.5801365338031271,per-label,per-label
68,0.4358752659829383,0.4046735009053462,0.5164183367692398,0.48933836107912265,0.7111959033480184,0.6748203994811571,0.5983550752702244,0.5673032227081193,0.44641691685158597,0.41181224743549893,0.5278999768464923,0.490521327014218,0.7430744160782183,0.7196089082020641,0.6172728093132388,0.5833810383548372,0.7259625037568949,0.6920493381799451,0.46086484810911343,0.44040607563546186,0.5638066876379265,0.5382688438869144,0.9003153786314476,0.8859419997839477,0.9155153219702434,0.9014397928020282,0.5569910690035694,0.5189474151701648,0.6180534590667048,0.5755979835285894,0.6172728093132388,0.5833810383548372,per-label,per-label
69,0.43450296965794044,0.40609958898546594,0.5203107418183628,0.48964917553885956,0.7002694887474301,0.669672789568205,0.5970238220129865,0.5656836308843635,0.44850939512648563,0.4191864536253103,0.5356434858456903,0.5030942012376804,0.7338403041825095,0.7153720803910918,0.6192702603593692,0.5907419036512066,0.7238202110128688,0.6932949299541413,0.4598574085554867,0.4425759454432734,0.5624066570048748,0.540265034946208,0.8998848457177742,0.8865389798810588,0.9148630362545132,0.9025954349891159,0.5545984727794028,0.5185154103079587,0.6171626419076571,0.5789536743577461,0.6192702603593692,0.5907419036512066,per-label,per-label
70,0.4325256121334309,0.4036262718456855,0.5210845697905431,0.4846947680126354,0.7009323664962026,0.6741545446642578,0.5977741057464958,0.5639373075622858,0.4468450611166171,0.41458503743786573,0.5328133616954227,0.49627174813587405,0.7347093970668115,0.7158066268332428,0.6176819800895059,0.5861578151410017,0.7257936133869678,0.6936943789853056,0.46070985740855547,0.4416460012399256,0.5636397707414306,0.5396925078991658,0.8998617048422475,0.8863020937392434,0.9143201679583277,0.9027742904303113,0.5564223099840286,0.5201657762458111,0.6144536865085239,0.5801066978158305,0.6176819800895059,0.5861578151410017,per-label,per-label
71,0.43651468129890625,0.4041717706139438,0.5202031890964736,0.4850560599029986,0.7045636071015622,0.6733505679294943,0.5985077918070608,0.5639000426378009,0.4582441113490364,0.4175277458859548,0.5440533884166203,0.5028035947461402,0.7439435089625204,0.7111352525801194,0.6284875183553598,0.5890928725701944,0.7232768659685986,0.6918721507728156,0.45946993180409174,0.44017358958462494,0.5619528590699052,0.5380415954626465,0.9005303048534811,0.8864113264132663,0.9156461861680559,0.9024180332059748,0.5573200376356244,0.5217561638037084,0.6185696185214086,0.5792899328212803,0.6284875183553598,0.5890928725701944,per-label,per-label
72,0.4338868787909165,0.4040632023764502,0.5165362994833265,0.48462419902186094,0.7056154423639027,0.6769740002854396,0.5964496501981843,0.5648734353111085,0.45056246299585556,0.4147398843930636,0.5332035811599845,0.4958683894230769,0.7440521455730581,0.7171102661596959,0.6212244897959185,0.5863125638406538,0.7300391864475961,0.692089332347711,0.4635771853688779,0.43955362678239307,0.5670657997884729,0.5376437393728644,0.9003416502899805,0.8869166925541973,0.9153561745437332,0.9031324042618487,0.5548340744516883,0.5195812961475883,0.61845458737117,0.5776298565666464,0.6212244897959185,0.5863125638406538,per-label,per-label
73,0.433438519796645,0.4060593175089825,0.5187865284617029,0.4904000078527398,0.6994568570951724,0.6722605377683686,0.5957246294183912,0.5671071823024278,0.45037613831331663,0.4181413112667091,0.5342883983090653,0.5024476059354444,0.7414448669201521,0.7136338946224878,0.621047363392329,0.5897033080479376,0.7284690951196549,0.6969221456612508,0.4640421574705518,0.44319590824550525,0.5669386679843919,0.5418264227364044,0.9000015730312713,0.8872228580250561,0.9144879126470113,0.9032692184219683,0.5557893622518517,0.520829639035864,0.6167970681833395,0.5805453504543561,0.621047363392329,0.5897033080479376,per-label,per-label
74,0.43380902710903385,0.40447394969724504,0.5174715177163675,0.4854373976306959,0.704775867445299,0.6791438215356461,0.5967718846517299,0.5661808793022275,0.44866468842729973,0.4080784265061736,0.5330617361328737,0.4875824746089406,0.7391634980988593,0.7145029875067898,0.6194182712003278,0.5796245703710231,0.7257819439505969,0.6924025776989746,0.4619497830130192,0.439863608183509,0.5645631987618296,0.5379701344783312,0.8996403993354529,0.8872192424343591,0.91471079370376,0.9029147645851341,0.555092260917455,0.5219699774781441,0.6163042473126286,0.5805278878579487,0.6194182712003278,0.5796245703710231,per-label,per-label
75,0.43476753365281245,0.4058019052218531,0.5214616340263419,0.4885964085615132,0.7030707994193769,0.6728409525826986,0.5987990810007182,0.5661048696438387,0.44549825462688536,0.41695303550973656,0.5308428818081934,0.5016461220427226,0.7348180336773492,0.711787072243346,0.616394040187725,0.5885206143896523,0.7262775915537485,0.6901894755792268,0.463112213267204,0.43947613143211406,0.5655808070785738,0.5370116586716145,0.9005437131286205,0.88720911218037,0.9154642477857469,0.9030532148708458,0.5549970315414834,0.5207017973097319,0.6168429289771762,0.5812003165504511,0.616394040187725,0.5885206143896523,per-label,per-label
76,0.4356088352937395,0.40752199694108376,0.5165329911002131,0.4970347073418807,0.706831158028813,0.6622749930777784,0.5968813333615902,0.5678787251501508,0.44834602257810446,0.41964461346796933,0.5310993624630695,0.5142214366061385,0.7420966865833786,0.6952743074416078,0.6191145148864821,0.5911967114682924,0.7263504725422598,0.6942594739145692,0.4619497830130192,0.44141351518908867,0.564735119114332,0.5396897131027668,0.9008133107352946,0.8882169524044812,0.9152237487279066,0.903888572548466,0.5557293015316571,0.5229836638064966,0.6160258441842994,0.5825865359275542,0.6191145148864821,0.5911967114682924,per-label,per-label
77,0.4333929602597527,0.4081437741248468,0.5157508510175999,0.49633719614383537,0.7061183134105561,0.6698579497111834,0.5961049376854456,0.5701883046864274,0.44801996453667825,0.41644900299420273,0.5311429461227032,0.5017269168777343,0.7411189570885388,0.7101575230852797,0.6188035738582248,0.5880183502743546,0.7312725122492271,0.6936508194807395,0.4652820830750155,0.44226596404215746,0.5687128679700899,0.5401419414454808,0.901354153153377,0.8876571871052283,0.9162533263737171,0.9034905462237982,0.5576475635136897,0.5238258100984838,0.6195492167560871,0.5820954678887162,0.6188035738582248,0.5880183502743546,per-label,per-label
78,0.43555138559379,0.4084015426023646,0.5173486125173345,0.492160614514639,0.7084909304413405,0.681415496617021,0.5980175822363717,0.571528112022395,0.4476576812352787,0.4126736868340707,0.5295255785155948,0.49179475755550606,0.7432916892992939,0.7195002715915263,0.6184579228057488,0.5842448835568101,0.7289548420824584,0.6945155363064035,0.4635771853688779,0.4410260384376937,0.5667383788019743,0.5394772722076164,0.9013723791633071,0.8880321187829692,0.9162702335116915,0.9040780787719205,0.5563746973260315,0.5276866065124106,0.6178383215856774,0.5849945800594514,0.6184579228057488,0.5842448835568101,per-label,per-label
79,0.43738297574226,0.4097649772967029,0.5212933138050598,0.49278109707141327,0.7068146167079712,0.6768817486253569,0.6000412905657755,0.5703430384274897,0.451448940524127,0.4229585950519164,0.5350074317452868,0.50777162203755,0.7429657794676806,0.7168929929386203,0.6220665817718756,0.5944777262285483,0.7296614407494658,0.6962829449715461,0.46458462492250463,0.44280843149411037,0.5677045903940484,0.5413436798996716,0.9012417087488079,0.8882749492063945,0.9155766226999731,0.9040599285738425,0.5589711907213694,0.5261219001580837,0.6190665849580842,0.5830123683390014,0.6220665817718756,0.5944777262285483,per-label,per-label
80,0.4385787462766742,0.4145534073913787,0.5208952797401104,0.5021983381203043,0.7090514137883077,0.6790395151646911,0.6005813690605244,0.5773816256994763,0.4527475444650916,0.4263972374984013,0.5378005518328735,0.5089687810090833,0.7411189570885388,0.7243889190657251,0.6232983097304705,0.5978660450103112,0.7283092040903476,0.7009843543118318,0.46365468071915683,0.44606323620582766,0.5666010116427326,0.5451968204263873,0.9019962200174833,0.8890783302848035,0.9169008998652742,0.9054524432764495,0.5593740676997346,0.5286741726991206,0.6225249502032775,0.5906638422863186,0.6232983097304705,0.5978660450103112,per-label,per-label
81,0.44000534572912087,0.411463199282705,0.5210732081713463,0.4920973254300282,0.7092196491537733,0.6901806443470113,0.6007599827673451,0.5745451709817248,0.4542078387160952,0.421955188384028,0.5383164348031124,0.4988531261561228,0.7440521455730581,0.7324280282455188,0.6246807734403501,0.5934859154929578,0.7300001851388467,0.6982914721145503,0.4642746435213887,0.4438158710477371,0.567575515438259,0.5427035204653068,0.9025229973577917,0.8897634973962034,0.9173635303423939,0.9050207144372004,0.5588315517600493,0.5294563291350598,0.6228714267101717,0.5873213210916206,0.6246807734403501,0.5934859154929578,per-label,per-label
82,0.4399002465228791,0.41340246872751457,0.5254335889690611,0.49755659615891845,0.7086800144242883,0.6839492334349194,0.6034521982186044,0.5760503994303016,0.4509934214898,0.42313323572474376,0.5373287942364025,0.5054368489088282,0.7373166757197176,0.7221075502444324,0.6216339989008975,0.5946502057613169,0.7297838616886013,0.7037402279120353,0.46535957842529446,0.44792312461252326,0.568319916786936,0.5474195581736482,0.9026491314070806,0.8898383676665071,0.9165598018919527,0.9060193554721957,0.5611080503863407,0.5308090822864192,0.6221130613315891,0.5908464635594195,0.6216339989008975,0.5946502057613169,per-label,per-label
83,0.43856235317951786,0.4121300336237552,0.5238966854535368,0.4967303086494668,0.7080913843450926,0.6810507569938794,0.6022245480302996,0.574467636806051,0.4517960908610671,0.42155057463965967,0.5353258743447304,0.5036031252370478,0.7432916892992939,0.7212384573601304,0.6223960702265078,0.5930855815615508,0.7327052033440385,0.7006518456319702,0.46628952262864226,0.44528828270303783,0.5698986861141516,0.5445172036474233,0.9025102312865253,0.8903404370934099,0.9171028351692039,0.9056665818572756,0.5611618599087402,0.5305181604096405,0.6224335848067011,0.58967011722985,0.6223960702265078,0.5930855815615508,per-label,per-label
84,0.438873129996142,0.41218113889033586,0.5273523170407387,0.49840985393924087,0.7015144565243859,0.6798462920841765,0.6020917515939396,0.5751586228213479,0.45721635526672083,0.4212774094849567,0.5481697914130347,0.5048120989917507,0.7337316675719717,0.7179793590439978,0.6275202081204125,0.5928151769296318,0.7328207951986261,0.7014519656672521,0.4652045877247365,0.4461407315561066,0.5691224923375408,0.5453961041603723,0.902485268244198,0.8902418397790168,0.9168584313060468,0.9052631712196688,0.5609587013542696,0.5301726743666455,0.6224987055115834,0.5857961843182785,0.6275202081204125,0.5928151769296318,per-label,per-label
85,0.43996093140378106,0.4121113097844429,0.5212345994460978,0.4945061141442316,0.7099154323376906,0.6863680747269114,0.6011168037400071,0.5748507549823317,0.4566908196503357,0.4186920571285392,0.540604343720491,0.4972104440972997,0.7463335143943509,0.7261271048343292,0.6270250536211381,0.5902507947721652,0.7368299888827039,0.702744366323375,0.4685368877867328,0.44606323620582766,0.5728248162467342,0.5457283283597524,0.9028170783246406,0.8912883915624448,0.9174035378707003,0.9054266742983715,0.5610370205668276,0.5328166960703622,0.6263845537291903,0.5868266664712762,0.6270250536211381,0.5902507947721652,per-label,per-label
86,0.4391038827361565,0.41758631940440516,0.5180620717750706,0.5054573761729754,0.7224268383163228,0.6758624133069767,0.6034103836309094,0.5783694561393395,0.4495168925491213,0.43085833279104574,0.5272284758138119,0.5179535320347336,0.7530689842476914,0.7192829983704508,0.6202299467632979,0.6022375841368018,0.7331314263404584,0.7063610738737514,0.4669094854308741,0.4481556106633602,0.5704905785596293,0.5483847616072147,0.9024935198196808,0.8914979510462971,0.9172301663393084,0.9059029928819793,0.5597669412395434,0.5367874842744303,0.6233269588307815,0.5910539875792937,0.6202299467632979,0.6022375841368018,per-label,per-label
87,0.4387346004431356,0.4157591625452832,0.522769182461075,0.4994065950167764,0.7073342735735869,0.6781686316990809,0.6012056272319634,0.5752191104572999,0.4557914539102392,0.42875731945348083,0.5443312204124208,0.5166601332810663,0.7369907658881043,0.7159152634437805,0.6261768506553443,0.6001821493624772,0.7321453816252512,0.7024418781818268,0.46605703657780534,0.44621822690638563,0.5695556973021647,0.5457530352079478,0.9025043886066652,0.8917018922407395,0.9174968532902832,0.9062159277510661,0.5601709357559881,0.53668071172478,0.6252438018512574,0.5924419834664286,0.6261768506553443,0.6001821493624772,per-label,per-label
88,0.4399946034954168,0.41600787487542207,0.5276330516568932,0.5017424459705382,0.703998088117187,0.6830468377869372,0.6031881585293887,0.5785224356803218,0.45797865153357653,0.42393444705583433,0.547753716871364,0.5051468362095065,0.7364475828354156,0.7250407387289517,0.6282378017700756,0.5954409599857251,0.7317784910983506,0.704361936159742,0.46597954122752633,0.44792312461252326,0.5693867982667902,0.5476075496307297,0.9029209185307147,0.8923475570569912,0.9176231010593799,0.9066847940563025,0.5630607522171015,0.5366482985729225,0.6251400663074367,0.5918077457995253,0.6282378017700756,0.5954409599857251,per-label,per-label
89,0.43790587271631637,0.4144343495896892,0.5194986482076905,0.5015940948109019,0.710748123398957,0.6800469292607337,0.6002579284800065,0.577345432263516,0.45622794754011053,0.42158236718053255,0.5409266714026364,0.5047669895507589,0.7444866920152091,0.7189570885388376,0.6265886440522995,0.5931170460656032,0.7269630607551362,0.7036005149573266,0.4634221946683199,0.44838809671419716,0.5660198083318868,0.547724330870038,0.9032247855309672,0.8918111690333786,0.9171958571201628,0.9064682286572188,0.5622187850866469,0.5338413037247468,0.6228702908356712,0.5913413742304334,0.6265886440522995,0.5931170460656032,per-label,per-label
