split,clients,method_name,method,base_algo,mu,server_distill,local_epochs,rounds,kd_alpha,kd_temperature,server_distill_steps,server_distill_lr,f1_macro,f1_micro,pr_auc_macro,pr_auc_micro,auc_macro,auc_micro,best_f1_micro,best_thr,time_sec,size_alpha,labels_per_client,bias_strength
noniid,5,Baseline_FedProx_mu0.01,baseline,FedProx,0.01,False,1,10,0.5,2.0,10,0.002,0.41867890334568947,0.38738819054411455,0.3553553745278187,0.3889719989723383,0.7650154808879939,0.7858631157878799,0.38738819054411455,per-label,40.488686323165894,0.5,10.0,0.85
noniid,8,Baseline_FedProx_mu0.01,baseline,FedProx,0.01,False,1,10,0.5,2.0,10,0.002,0.38879566657622977,0.3733490367628502,0.3227233177731341,0.3499105812805149,0.7472130744638946,0.7700863222305832,0.3733490367628502,per-label,40.56431245803833,0.5,10.0,0.85
noniid,10,Baseline_FedProx_mu0.01,baseline,FedProx,0.01,False,1,10,0.5,2.0,10,0.002,0.3628067044167928,0.34906263314870045,0.29000603920246976,0.311668016836381,0.7278817805067588,0.739150185576106,0.34906263314870045,per-label,40.99770760536194,0.5,10.0,0.85
noniid,2,Opt1_FedAvg,option1,FedAvg,0.0,False,1,10,0.5,2.0,10,0.002,0.49252012180476146,0.4747147965264771,0.4407218709218252,0.5017362462934065,0.8220421625963933,0.8488927091180463,0.4747147965264771,per-label,45.0450074672699,0.5,10.0,0.85
noniid,3,Opt1_FedAvg,option1,FedAvg,0.0,False,1,10,0.5,2.0,10,0.002,0.49871479891703,0.4623955431754874,0.4356760080492195,0.49482675105101087,0.8221386737538998,0.8470756323473005,0.4623955431754874,per-label,44.733877658843994,0.5,10.0,0.85
noniid,5,Opt1_FedAvg,option1,FedAvg,0.0,False,1,10,0.5,2.0,10,0.002,0.4595451830174242,0.4261780104712042,0.39420628814344766,0.44798580650272063,0.7919659604444237,0.8181806113053977,0.4261780104712042,per-label,44.701393604278564,0.5,10.0,0.85
noniid,8,Opt1_FedAvg,option1,FedAvg,0.0,False,1,10,0.5,2.0,10,0.002,0.413070059156438,0.37819132993651394,0.3476429468590394,0.38927152393841274,0.7627398725332237,0.7873962939826156,0.37819132993651394,per-label,44.69884157180786,0.5,10.0,0.85
noniid,10,Opt1_FedAvg,option1,FedAvg,0.0,False,1,10,0.5,2.0,10,0.002,0.3830961896706733,0.365294249272768,0.3126445441188229,0.34400564047082083,0.7403460012885877,0.7539225745919357,0.365294249272768,per-label,44.84831523895264,0.5,10.0,0.85
noniid,2,Opt1_FedAvg_SD,option1,FedAvg,0.0,True,1,10,0.5,2.0,10,0.002,0.4821468461485251,0.45856918775148336,0.42493684597396597,0.48221056914944116,0.8173846958544141,0.8392958525334553,0.45856918775148336,per-label,68.46259784698486,0.5,10.0,0.85
noniid,3,Opt1_FedAvg_SD,option1,FedAvg,0.0,True,1,10,0.5,2.0,10,0.002,0.48231102417239974,0.4630811936155448,0.4226474185956757,0.4902056051025021,0.8110884313598892,0.8418891805226199,0.4630811936155448,per-label,79.65221834182739,0.5,10.0,0.85
noniid,5,Opt1_FedAvg_SD,option1,FedAvg,0.0,True,1,10,0.5,2.0,10,0.002,0.4511849144652117,0.42483761693134847,0.3866222050336884,0.4501820848014286,0.7900801275134693,0.8188490970367681,0.42483761693134847,per-label,101.27526831626892,0.5,10.0,0.85
noniid,8,Opt1_FedAvg_SD,option1,FedAvg,0.0,True,1,10,0.5,2.0,10,0.002,0.4039272734907831,0.3920454545454546,0.3423461546418626,0.3799164921838943,0.7627244177168506,0.7857918052326053,0.3920454545454546,per-label,134.30675840377808,0.5,10.0,0.85
noniid,10,Opt1_FedAvg_SD,option1,FedAvg,0.0,True,1,10,0.5,2.0,10,0.002,0.40555085171307115,0.37221422948505656,0.33163169816184107,0.3582787521295636,0.7526875865297439,0.7715230557291933,0.37221422948505656,per-label,155.3358016014099,0.5,10.0,0.85
noniid,2,Opt1_FedProx_mu0.01,option1,FedProx,0.01,False,1,10,0.5,2.0,10,0.002,0.38289477870161,0.367536704730832,0.316901447705972,0.330576241667352,0.7415263342224166,0.7602844916140912,0.367536704730832,per-label,46.489856243133545,0.5,10.0,0.85
noniid,3,Opt1_FedProx_mu0.01,option1,FedProx,0.01,False,1,10,0.5,2.0,10,0.002,0.4065937822717595,0.3748304288844829,0.3337771733981381,0.34138244147561314,0.7528888937306704,0.7720425363083904,0.3748304288844829,per-label,46.930015087127686,0.5,10.0,0.85
noniid,5,Opt1_FedProx_mu0.01,option1,FedProx,0.01,False,1,10,0.5,2.0,10,0.002,0.375075066369741,0.36230520883646433,0.3109122725347689,0.3274973888722751,0.7363932014040578,0.7551186260151416,0.36230520883646433,per-label,47.047565937042236,0.5,10.0,0.85
noniid,8,Opt1_FedProx_mu0.01,option1,FedProx,0.01,False,1,10,0.5,2.0,10,0.002,0.34569821739251727,0.3472412633539409,0.2775811238018788,0.2967069141189052,0.7172484158842898,0.7312288173550893,0.3472412633539409,per-label,47.490259647369385,0.5,10.0,0.85
noniid,10,Opt1_FedProx_mu0.01,option1,FedProx,0.01,False,1,10,0.5,2.0,10,0.002,0.3554722462766447,0.3523267596850885,0.28906749469907367,0.30811375120824636,0.7219952253042657,0.7341615944420538,0.3523267596850885,per-label,48.02547311782837,0.5,10.0,0.85
noniid,2,Opt1_FedProx_mu0.01_SD,option1,FedProx,0.01,True,1,10,0.5,2.0,10,0.002,0.38478334222238947,0.3626601011027004,0.31096453165595894,0.32128752419958606,0.7444106403744467,0.7608467351587124,0.3626601011027004,per-label,71.30507469177246,0.5,10.0,0.85
noniid,3,Opt1_FedProx_mu0.01_SD,option1,FedProx,0.01,True,1,10,0.5,2.0,10,0.002,0.3909294490803327,0.36227001813941434,0.31814400776285706,0.326851989450304,0.7454961752844547,0.7586519879582112,0.36227001813941434,per-label,82.13399362564087,0.5,10.0,0.85
noniid,5,Opt1_FedProx_mu0.01_SD,option1,FedProx,0.01,True,1,10,0.5,2.0,10,0.002,0.3885966031547408,0.36758664424163884,0.31594329797185067,0.3312769517228712,0.7415058344162999,0.7603030381878344,0.36758664424163884,per-label,104.383056640625,0.5,10.0,0.85
noniid,8,Opt1_FedProx_mu0.01_SD,option1,FedProx,0.01,True,1,10,0.5,2.0,10,0.002,0.35153255445531134,0.3462523039115298,0.2768793868975272,0.29887890879459444,0.7200453279873694,0.7347132081773309,0.3462523039115298,per-label,136.2630352973938,0.5,10.0,0.85
noniid,10,Opt1_FedProx_mu0.01_SD,option1,FedProx,0.01,True,1,10,0.5,2.0,10,0.002,0.36163428640066725,0.3413403854159015,0.2865380502996667,0.308740267353162,0.7231322979698218,0.7297936090412733,0.3413403854159015,per-label,155.3992531299591,0.5,10.0,0.85
noniid,2,Opt3_FedAvg,option3,FedAvg,0.0,False,1,10,0.5,2.0,10,0.002,0.5014405989528221,0.48423502856739786,0.4511171362382565,0.5108053457752616,0.8281491042089848,0.8553248361502707,0.48423502856739786,per-label,71.33645701408386,0.5,10.0,0.85
noniid,3,Opt3_FedAvg,option3,FedAvg,0.0,False,1,10,0.5,2.0,10,0.002,0.5069450680815554,0.482869304305352,0.44894828021831507,0.5076719831901275,0.8288094934355912,0.8549525560049961,0.482869304305352,per-label,72.65210771560669,0.5,10.0,0.85
noniid,5,Opt3_FedAvg,option3,FedAvg,0.0,False,1,10,0.5,2.0,10,0.002,0.44928827382299913,0.41482909837340215,0.3839364770353453,0.4278285722252338,0.7857269582618285,0.8034405357290235,0.41482909837340215,per-label,75.94054412841797,0.5,10.0,0.85
noniid,8,Opt3_FedAvg,option3,FedAvg,0.0,False,1,10,0.5,2.0,10,0.002,0.3987950627651585,0.3753295562910192,0.33013220505599145,0.3651600139348026,0.7556525927023904,0.7789227875084869,0.3753295562910192,per-label,78.76548767089844,0.5,10.0,0.85
noniid,10,Opt3_FedAvg,option3,FedAvg,0.0,False,1,10,0.5,2.0,10,0.002,0.3801195858370193,0.3591270354933078,0.31066915283474017,0.3420316741566529,0.7415130178786867,0.7594027293930665,0.3591270354933078,per-label,83.13064217567444,0.5,10.0,0.85
noniid,2,Opt3_FedAvg_SD,option3,FedAvg,0.0,True,1,10,0.5,2.0,10,0.002,0.4962861289897233,0.4742310603454208,0.4397685390115332,0.5092883861305822,0.8259672316862335,0.8551036221667699,0.4742310603454208,per-label,95.54074954986572,0.5,10.0,0.85
noniid,3,Opt3_FedAvg_SD,option3,FedAvg,0.0,True,1,10,0.5,2.0,10,0.002,0.49767790641566134,0.4742548370228343,0.44267988651738227,0.49933538100517333,0.8235200893066252,0.8495221280072748,0.4742548370228343,per-label,107.53279876708984,0.5,10.0,0.85
noniid,5,Opt3_FedAvg_SD,option3,FedAvg,0.0,True,1,10,0.5,2.0,10,0.002,0.44840037087971174,0.4167946434056146,0.3820839473454086,0.4404770334094565,0.7913885015964708,0.819185649037257,0.4167946434056146,per-label,131.54085898399353,0.5,10.0,0.85
